"","案件","縣市","地區","同意票數","不同意票數","有效票數","無效票數","投票數","投票權人數","投票率...","有效同意票數對投票權人數百分比...","有效不同意票數對投票權人數百分比...","有效同意與不同意票數對投票權人數百分比...差值","同意票數對票數比率","縣市首長得票率","縣市首長得票數","公投同意率對縣市首長得票率差距"
"177","第12案","臺東縣","成功鎮","3,596","2,245","5,841","480","6,321","12,426","50.87%","28.94%","18.07%",10.87,61.56,"60.80",4481,0.760000000000005
"178","第12案","臺東縣","關山鎮","2,116","1,392","3,508","240","3,748","7,509","49.91%","28.18%","18.54%",9.64,60.32,"61.09",3094,-0.770000000000003
"179","第12案","臺東縣","卑南鄉","4,552","2,778","7,330","596","7,926","14,976","52.92%","30.4%","18.55%",11.85,62.1,"59.30",5699,2.8
"180","第12案","臺東縣","鹿野鄉","1,689","1,217","2,906","232","3,138","6,936","45.24%","24.35%","17.55%",6.8,58.12,"52.09",2385,6.02999999999999
"181","第12案","臺東縣","池上鄉","1,704","1,294","2,998","306","3,304","7,162","46.13%","23.79%","18.07%",5.72,56.84,"58.33",2588,-1.48999999999999
"182","第12案","臺東縣","東河鄉","1,990","1,176","3,166","248","3,414","7,635","44.72%","26.06%","15.40%",10.66,62.86,"59.09",2782,3.77
"183","第12案","臺東縣","長濱鄉","1,623","931","2,554","262","2,816","6,484","43.43%","25.03%","14.36%",10.67,63.55,"60.49",2347,3.06
"184","第12案","臺東縣","太麻里鄉","3,374","1,678","5,052","299","5,351","9,666","55.36%","34.91%","17.36%",17.55,66.79,"63.74",4251,3.05
"185","第12案","臺東縣","大武鄉","1,903","682","2,585","198","2,783","5,266","52.85%","36.14%","12.95%",23.19,73.62,"62.83",2282,10.79
"186","第12案","臺東縣","綠島鄉","945","585","1,530","62","1,592","3,579","44.48%","26.4%","16.35%",10.05,61.76,"65.81",1536,-4.05
"187","第12案","臺東縣","海端鄉","1,002","680","1,682","89","1,771","3,278","54.03%","30.57%","20.74%",9.83,59.57,"74.82",1661,-15.25
"188","第12案","臺東縣","延平鄉","1,062","548","1,610","97","1,707","2,930","58.26%","36.25%","18.70%",17.55,65.96,"73.81",1677,-7.85000000000001
"189","第12案","臺東縣","金峰鄉","1,285","627","1,912","89","2,001","3,028","66.08%","42.44%","20.71%",21.73,67.21,"72.30",1770,-5.09
"190","第12案","臺東縣","達仁鄉","1,207","566","1,773","102","1,875","3,137","59.77%","38.48%","18.04%",20.44,68.08,"69.11",1707,-1.03
"191","第12案","臺東縣","蘭嶼鄉","854","741","1,595","80","1,675","4,181","40.06%","20.43%","17.72%",2.71,53.54,"51.86",1104,1.68
"192","第12案","花蓮縣","","86,680","53,334","140,014","8,000","148,014","278,059","53.23%","31.17%","19.18%",11.99,61.91,NA,NA,NA
"193","第12案","花蓮縣","花蓮市","27,589","16,285","43,874","1,893","45,767","84,807","53.97%","32.53%","19.20%",13.33,62.88,"65.99",32399,-3.10999999999999
"194","第12案","花蓮縣","鳳林鎮","3,083","1,883","4,966","414","5,380","9,676","55.6%","31.86%","19.46%",12.4,62.08,"76.26",4991,-14.18
"195","第12案","花蓮縣","玉里鎮","5,927","3,385","9,312","821","10,133","20,650","49.07%","28.7%","16.39%",12.31,63.65,"76.13",9193,-12.48
"196","第12案","花蓮縣","新城鄉","5,272","3,498","8,770","504","9,274","17,029","54.46%","30.96%","20.54%",10.42,60.11,"71.41",7551,-11.3
"197","第12案","花蓮縣","吉安鄉","22,580","14,036","36,616","1,685","38,301","72,116","53.11%","31.31%","19.46%",11.85,61.67,"68.51",28510,-6.84
"198","第12案","花蓮縣","壽豐鄉","4,999","3,250","8,249","625","8,874","15,847","56%","31.55%","20.51%",11.04,60.6,"71.53",7438,-10.93
"199","第12案","花蓮縣","光復鄉","3,542","2,088","5,630","434","6,064","11,417","53.11%","31.02%","18.29%",12.73,62.91,"77.36",5830,-14.45
"200","第12案","花蓮縣","豐濱鄉","1,271","774","2,045","132","2,177","4,395","49.53%","28.92%","17.61%",11.31,62.15,"77.70",2471,-15.55
"201","第12案","花蓮縣","瑞穗鄉","2,976","1,826","4,802","425","5,227","10,279","50.85%","28.95%","17.76%",11.19,61.97,"75.78",5010,-13.81
"202","第12案","花蓮縣","富里鄉","2,126","1,656","3,782","391","4,173","9,065","46.03%","23.45%","18.27%",5.18,56.21,"77.81",4628,-21.6
"203","第12案","花蓮縣","秀林鄉","3,727","2,490","6,217","348","6,565","12,562","52.26%","29.67%","19.82%",9.85,59.95,"80.55",7074,-20.6
"204","第12案","花蓮縣","萬榮鄉","1,857","1,096","2,953","176","3,129","5,269","59.39%","35.24%","20.80%",14.44,62.89,"83.70",3205,-20.81
"205","第12案","花蓮縣","卓溪鄉","1,731","1,067","2,798","152","2,950","4,947","59.63%","34.99%","21.57%",13.42,61.87,"88.10",2997,-26.23
"206","第12案","澎湖縣","","24,658","14,157","38,815","2,388","41,203","90,405","45.58%","27.28%","15.66%",11.62,63.53,NA,NA,NA
"207","第12案","澎湖縣","馬公市","15,859","9,152","25,011","1,337","26,348","53,655","49.11%","29.56%","17.06%",12.5,63.41,"41.14",12806,22.27
"208","第12案","澎湖縣","湖西鄉","3,346","1,956","5,302","346","5,648","12,741","44.33%","26.26%","15.35%",10.91,63.11,"31.28",2452,31.83
"209","第12案","澎湖縣","白沙鄉","2,284","1,171","3,455","241","3,696","8,625","42.85%","26.48%","13.58%",12.9,66.11,"38.13",1951,27.98
"210","第12案","澎湖縣","西嶼鄉","1,439","866","2,305","260","2,565","7,382","34.75%","19.49%","11.73%",7.76,62.43,"38.54",1558,23.89
"211","第12案","澎湖縣","望安鄉","1,177","616","1,793","121","1,914","4,628","41.36%","25.43%","13.31%",12.12,65.64,"28.84",841,36.8
"212","第12案","澎湖縣","七美鄉","553","396","949","83","1,032","3,374","30.59%","16.39%","11.74%",4.65,58.27,"51.36",962,6.91
"213","第12案","基隆市","","96,333","62,976","159,309","7,189","166,498","320,030","52.03%","30.1%","19.68%",10.42,60.47,NA,NA,NA
"214","第12案","基隆市","中正區","12,322","8,255","20,577","1,109","21,686","45,545","47.61%","27.05%","18.12%",8.93,59.88,"47.21",12009,12.67
"215","第12案","基隆市","七堵區","14,532","9,137","23,669","1,092","24,761","46,256","53.53%","31.42%","19.75%",11.67,61.4,"42.50",11745,18.9
"216","第12案","基隆市","暖暖區","10,325","6,694","17,019","640","17,659","33,225","53.15%","31.08%","20.15%",10.93,60.67,"46.76",9222,13.91
"217","第12案","基隆市","仁愛區","11,401","7,385","18,786","1,047","19,833","36,738","53.98%","31.03%","20.10%",10.93,60.69,"44.13",9877,16.56
"218","第12案","基隆市","中山區","12,443","8,188","20,631","959","21,590","41,856","51.58%","29.73%","19.56%",10.17,60.31,"45.51",11424,14.8
"219","第12案","基隆市","安樂區","21,005","14,155","35,160","1,473","36,633","70,396","52.04%","29.84%","20.11%",9.73,59.74,"45.04",18580,14.7
"220","第12案","基隆市","信義區","14,305","9,162","23,467","869","24,336","46,014","52.89%","31.09%","19.91%",11.18,60.96,"50.35",13672,10.61
"221","第12案","新竹市","","116,724","75,092","191,816","8,539","200,355","351,775","56.96%","33.18%","21.35%",11.83,60.85,NA,NA,NA
"222","第12案","新竹市","東區","54,827","35,588","90,415","3,640","94,055","163,757","57.44%","33.48%","21.73%",11.75,60.64,"29.23",29097,31.41
"223","第12案","新竹市","北區","40,483","25,931","66,414","3,115","69,529","123,122","56.47%","32.88%","21.06%",11.82,60.96,"27.43",20850,33.53
"224","第12案","新竹市","香山區","21,414","13,573","34,987","1,784","36,771","64,896","56.66%","33%","20.92%",12.08,61.21,"25.42",10561,35.79
"225","第12案","嘉義市","","73,821","44,563","118,384","4,721","123,105","221,553","55.56%","33.32%","20.11%",13.21,62.36,NA,NA,NA
"226","第12案","嘉義市","東區","33,406","20,228","53,634","2,073","55,707","100,647","55.35%","33.19%","20.10%",13.09,62.29,"43.64",27558,18.65
"227","第12案","嘉義市","西區","40,415","24,335","64,750","2,648","67,398","120,906","55.74%","33.43%","20.13%",13.3,62.42,"39.21",31000,23.21
"228","第12案","臺北市","","732,239","506,433","1,238,672","55,460","1,294,132","2,228,430","58.07%","32.86%","22.73%",10.13,59.11,NA,NA,NA
"229","第12案","臺北市","松山區","57,656","38,733","96,389","4,247","100,636","169,278","59.45%","34.06%","22.88%",11.18,59.82,"43.36",46381,16.46
"230","第12案","臺北市","信義區","62,853","43,324","106,177","4,836","111,013","190,444","58.29%","33%","22.75%",10.25,59.2,"43.99",53955,15.21
"231","第12案","臺北市","大安區","83,730","56,964","140,694","5,604","146,298","252,645","57.91%","33.14%","22.55%",10.59,59.51,"45.73",72325,13.78
"232","第12案","臺北市","中山區","62,130","44,981","107,111","4,939","112,050","195,148","57.42%","31.84%","23.05%",8.79,58.01,"38.38",46746,19.63
"233","第12案","臺北市","中正區","42,868","29,334","72,202","3,032","75,234","128,292","58.64%","33.41%","22.87%",10.54,59.37,"41.83",33897,17.54
"234","第12案","臺北市","大同區","34,138","25,407","59,545","3,208","62,753","107,557","58.34%","31.74%","23.62%",8.12,57.33,"29.69",20763,27.64
"235","第12案","臺北市","萬華區","50,898","36,257","87,155","4,721","91,876","164,020","56.02%","31.03%","22.11%",8.92,58.4,"37.05",38666,21.35
"236","第12案","臺北市","文山區","78,865","51,554","130,419","5,657","136,076","227,211","59.89%","34.71%","22.69%",12.02,60.47,"47.15",68586,13.32
"237","第12案","臺北市","南港區","33,203","23,931","57,134","2,300","59,434","101,907","58.32%","32.58%","23.48%",9.1,58.11,"39.45",26282,18.66
"238","第12案","臺北市","內湖區","79,459","54,312","133,771","4,990","138,761","236,824","58.59%","33.55%","22.93%",10.62,59.4,"41.02",61566,18.38
"239","第12案","臺北市","士林區","78,172","54,400","132,572","6,590","139,162","241,854","57.54%","32.32%","22.49%",9.83,58.97,"36.46",55954,22.51
"240","第12案","臺北市","北投區","68,267","47,236","115,503","5,336","120,839","213,250","56.67%","32.01%","22.15%",9.86,59.1,"39.08",52445,20.02
"241","第12案","高雄市","","857,170","491,490","1,348,660","58,799","1,407,459","2,353,342","59.81%","36.42%","20.88%",15.54,63.56,NA,NA,NA
"242","第12案","高雄市","鹽埕區","8,007","4,481","12,488","430","12,918","21,617","59.76%","37.04%","20.73%",16.31,64.12,"48.28",7633,15.84
"243","第12案","高雄市","鼓山區","42,789","24,371","67,160","2,404","69,564","114,979","60.5%","37.21%","21.20%",16.01,63.71,"57.04",45816,6.67
"244","第12案","高雄市","左營區","62,982","33,114","96,096","3,192","99,288","161,367","61.53%","39.03%","20.52%",18.51,65.54,"61.99",68255,3.55
"245","第12案","高雄市","楠梓區","55,883","31,845","87,728","3,809","91,537","153,132","59.78%","36.49%","20.80%",15.69,63.7,"56.58",59478,7.12
"246","第12案","高雄市","三民區","105,825","62,821","168,646","6,010","174,656","289,519","60.33%","36.55%","21.70%",14.85,62.75,"52.79",105406,9.96
"247","第12案","高雄市","新興區","16,846","9,906","26,752","1,008","27,760","44,355","62.59%","37.98%","22.33%",15.65,62.97,"53.34",16776,9.63
"248","第12案","高雄市","前金區","8,879","5,187","14,066","568","14,634","23,928","61.16%","37.11%","21.68%",15.43,63.12,"53.83",9120,9.29
"249","第12案","高雄市","苓雅區","56,526","31,867","88,393","3,280","91,673","146,786","62.45%","38.51%","21.71%",16.8,63.95,"54.60",57171,9.35
"250","第12案","高雄市","前鎮區","58,902","33,299","92,201","4,172","96,373","161,797","59.56%","36.4%","20.58%",15.82,63.88,"52.53",59572,11.35
"251","第12案","高雄市","旗津區","8,235","4,564","12,799","698","13,497","24,860","54.29%","33.13%","18.36%",14.77,64.34,"45.49",7993,18.85
"252","第12案","高雄市","小港區","47,424","28,577","76,001","3,188","79,189","132,733","59.66%","35.73%","21.53%",14.2,62.4,"51.70",47806,10.7
"253","第12案","高雄市","鳳山區","112,232","62,692","174,924","6,965","181,889","300,510","60.53%","37.35%","20.86%",16.49,64.16,"56.54",118466,7.62
"254","第12案","高雄市","林園區","19,699","12,191","31,890","1,675","33,565","59,129","56.77%","33.32%","20.62%",12.7,61.77,"47.40",20149,14.37
"255","第12案","高雄市","大寮區","34,853","19,237","54,090","2,508","56,598","97,309","58.16%","35.82%","19.77%",16.05,64.44,"52.17",35636,12.27
"256","第12案","高雄市","大樹區","12,360","7,416","19,776","1,194","20,970","36,772","57.03%","33.61%","20.17%",13.44,62.5,"48.33",12945,14.17
"257","第12案","高雄市","大社區","10,157","6,617","16,774","811","17,585","30,046","58.53%","33.8%","22.02%",11.78,60.55,"48.89",10378,11.66
"258","第12案","高雄市","仁武區","26,855","15,402","42,257","1,566","43,823","73,611","59.53%","36.48%","20.92%",15.56,63.55,"51.40",26659,12.15
"259","第12案","高雄市","鳥松區","14,437","8,605","23,042","1,027","24,069","39,191","61.41%","36.84%","21.96%",14.88,62.66,"52.23",14410,10.43
"260","第12案","高雄市","岡山區","31,396","17,088","48,484","2,081","50,565","81,244","62.24%","38.64%","21.03%",17.61,64.76,"54.93",32410,9.83000000000001
"261","第12案","高雄市","橋頭區","12,605","6,914","19,519","1,173","20,692","32,565","63.54%","38.71%","21.23%",17.48,64.58,"44.45",10888,20.13
"262","第12案","高雄市","燕巢區","8,895","5,268","14,163","924","15,087","26,012","58%","34.2%","20.25%",13.95,62.8,"50.88",9448,11.92
"263","第12案","高雄市","田寮區","1,881","1,163","3,044","265","3,309","6,671","49.6%","28.2%","17.43%",10.77,61.79,"43.58",2252,18.21
"264","第12案","高雄市","阿蓮區","7,823","5,018","12,841","656","13,497","24,534","55.01%","31.89%","20.45%",11.44,60.92,"47.12",8322,13.8
"265","第12案","高雄市","路竹區","15,241","9,468","24,709","1,503","26,212","43,850","59.78%","34.76%","21.59%",13.17,61.68,"52.43",16545,9.25
"266","第12案","高雄市","湖內區","8,678","5,207","13,885","732","14,617","25,729","56.81%","33.73%","20.24%",13.49,62.5,"49.67",9133,12.83
"267","第12案","高雄市","茄萣區","8,596","4,999","13,595","832","14,427","26,212","55.04%","32.79%","19.07%",13.72,63.23,"47.72",8662,15.51
"268","第12案","高雄市","永安區","4,384","2,848","7,232","408","7,640","12,001","63.66%","36.53%","23.73%",12.8,60.62,"49.62",4545,11
"269","第12案","高雄市","彌陀區","6,341","3,444","9,785","556","10,341","16,487","62.72%","38.46%","20.89%",17.57,64.8,"52.77",6756,12.03
"270","第12案","高雄市","梓官區","11,724","6,183","17,907","843","18,750","31,025","60.44%","37.79%","19.93%",17.86,65.47,"46.81",10509,18.66
"271","第12案","高雄市","旗山區","10,513","6,610","17,123","1,209","18,332","31,996","57.29%","32.86%","20.66%",12.2,61.4,"52.34",12379,9.06
"272","第12案","高雄市","美濃區","11,579","6,583","18,162","1,388","19,550","35,311","55.37%","32.79%","18.64%",14.15,63.75,"61.09",15478,2.66
"273","第12案","高雄市","六龜區","3,037","1,953","4,990","511","5,501","11,501","47.83%","26.41%","16.98%",9.43,60.86,"54.29",4084,6.57
"274","第12案","高雄市","甲仙區","1,563","957","2,520","207","2,727","5,417","50.34%","28.85%","17.67%",11.18,62.02,"60.17",2339,1.85
"275","第12案","高雄市","杉林區","2,899","1,789","4,688","364","5,052","10,607","47.63%","27.33%","16.87%",10.46,61.84,"56.45",4129,5.39
"276","第12案","高雄市","內門區","3,884","2,209","6,093","452","6,545","13,002","50.34%","29.87%","16.99%",12.88,63.75,"53.81",5446,9.94
"277","第12案","高雄市","茂林區","701","376","1,077","46","1,123","1,615","69.54%","43.41%","23.28%",20.13,65.09,"91.83",1281,-26.74
"278","第12案","高雄市","桃源區","1,448","715","2,163","62","2,225","3,498","63.61%","41.4%","20.44%",20.96,66.94,"88.51",2519,-21.57
"279","第12案","高雄市","那瑪夏區","1,091","506","1,597","82","1,679","2,424","69.27%","45.01%","20.87%",24.14,68.32,"85.08",1751,-16.76
"280","第12案","新北市","","1,070,300","712,548","1,782,848","92,282","1,875,130","3,375,513","55.55%","31.71%","21.11%",10.6,60.03,NA,NA,NA
"281","第12案","新北市","板橋區","153,500","98,590","252,090","12,520","264,610","463,411","57.1%","33.12%","21.27%",11.85,60.89,"53.97",154687,6.92
"282","第12案","新北市","三重區","101,972","72,085","174,057","10,832","184,889","329,846","56.05%","30.92%","21.85%",9.07,58.59,"49.78",99925,8.81
"283","第12案","新北市","中和區","117,533","72,733","190,266","8,702","198,968","355,978","55.89%","33.02%","20.43%",12.59,61.77,"63.31",139022,-1.54
"284","第12案","新北市","永和區","65,391","41,209","106,600","4,783","111,383","187,798","59.31%","34.82%","21.94%",12.88,61.34,"67.46",79362,-6.11999999999999
"285","第12案","新北市","新莊區","111,089","76,839","187,928","9,684","197,612","344,981","57.28%","32.2%","22.27%",9.93,59.11,"51.72",108240,7.39
"286","第12案","新北市","新店區","88,798","54,809","143,607","6,412","150,019","264,053","56.81%","33.63%","20.76%",12.87,61.83,"68.73",109759,-6.90000000000001
"287","第12案","新北市","樹林區","47,189","32,946","80,135","4,367","84,502","152,102","55.56%","31.02%","21.66%",9.36,58.89,"54.13",49090,4.76
"288","第12案","新北市","鶯歌區","21,315","14,996","36,311","1,824","38,135","71,645","53.23%","29.75%","20.93%",8.82,58.7,"53.49",23419,5.21
"289","第12案","新北市","三峽區","28,622","18,860","47,482","2,425","49,907","94,291","52.93%","30.35%","20.00%",10.35,60.28,"57.36",31822,2.92
"290","第12案","新北市","淡水區","44,720","29,981","74,701","3,366","78,067","147,272","53.01%","30.37%","20.36%",10.01,59.87,"60.33",51336,-0.460000000000001
"291","第12案","新北市","汐止區","52,092","35,719","87,811","4,490","92,301","173,831","53.1%","29.97%","20.55%",9.42,59.32,"61.28",61139,-1.96
"292","第12案","新北市","瑞芳區","9,374","6,355","15,729","1,230","16,959","35,036","48.4%","26.76%","18.14%",8.62,59.6,"62.49",13393,-2.89
"293","第12案","新北市","土城區","62,655","42,571","105,226","5,597","110,823","200,783","55.2%","31.21%","21.20%",10.01,59.54,"56.15",66487,3.39
"294","第12案","新北市","蘆洲區","49,602","35,657","85,259","4,595","89,854","167,457","53.66%","29.62%","21.29%",8.33,58.18,"49.44",47271,8.74
"295","第12案","新北市","五股區","22,210","14,665","36,875","2,067","38,942","72,443","53.76%","30.66%","20.24%",10.42,60.23,"52.23",22276,8
"296","第12案","新北市","泰山區","20,423","13,613","34,036","1,602","35,638","64,252","55.47%","31.79%","21.19%",10.6,60,"54.23",20885,5.77
"297","第12案","新北市","林口區","27,446","18,805","46,251","2,146","48,397","86,203","56.14%","31.84%","21.81%",10.03,59.34,"59.08",30150,0.260000000000005
"298","第12案","新北市","深坑區","6,399","4,483","10,882","607","11,489","20,624","55.71%","31.03%","21.74%",9.29,58.8,"59.97",7720,-1.17
"299","第12案","新北市","石碇區","1,895","1,359","3,254","273","3,527","6,861","51.41%","27.62%","19.81%",7.81,58.24,"47.73",2272,10.51
"300","第12案","新北市","坪林區","1,714","1,089","2,803","230","3,033","5,891","51.49%","29.1%","18.49%",10.61,61.15,"44.54",1811,16.61
"301","第12案","新北市","三芝區","5,384","3,787","9,171","653","9,824","20,119","48.83%","26.76%","18.82%",7.94,58.71,"59.40",7191,-0.689999999999998
"302","第12案","新北市","石門區","2,955","2,092","5,047","420","5,467","10,528","51.93%","28.07%","19.87%",8.2,58.55,"58.70",4162,-0.150000000000006
"303","第12案","新北市","八里區","9,599","6,978","16,577","952","17,529","32,970","53.17%","29.11%","21.16%",7.95,57.91,"54.00",10545,3.91
"304","第12案","新北市","平溪區","1,218","703","1,921","197","2,118","4,321","49.02%","28.19%","16.27%",11.92,63.4,"53.28",1616,10.12
"305","第12案","新北市","雙溪區","2,122","1,476","3,598","311","3,909","7,999","48.87%","26.53%","18.45%",8.08,58.98,"55.82",3062,3.16
"306","第12案","新北市","貢寮區","2,649","1,939","4,588","452","5,040","11,279","44.68%","23.49%","17.19%",6.3,57.74,"45.79",3123,11.95
"307","第12案","新北市","金山區","5,228","3,653","8,881","753","9,634","18,978","50.76%","27.55%","19.25%",8.3,58.87,"53.89",6246,4.98
"308","第12案","新北市","萬里區","5,433","3,538","8,971","694","9,665","19,297","50.09%","28.15%","18.33%",9.82,60.56,"57.05",6547,3.51000000000001
"309","第12案","新北市","烏來區","1,773","1,018","2,791","98","2,889","5,264","54.88%","33.68%","19.34%",14.34,63.53,"64.77",2572,-1.23999999999999
"310","第12案","臺中市","","777,273","490,959","1,268,232","68,562","1,336,794","2,295,642","58.23%","33.86%","21.39%",12.47,61.29,NA,NA,NA
"311","第12案","臺中市","中區","4,828","3,021","7,849","483","8,332","14,696","56.7%","32.85%","20.56%",12.29,61.51,"53.29",4859,8.22
"312","第12案","臺中市","東區","22,105","14,057","36,162","1,954","38,116","64,291","59.29%","34.38%","21.86%",12.52,61.13,"53.03",22055,8.1
"313","第12案","臺中市","南區","37,710","23,028","60,738","3,118","63,856","103,643","61.61%","36.38%","22.22%",14.16,62.09,"56.24",37250,5.85
"314","第12案","臺中市","西區","32,508","20,953","53,461","2,515","55,976","95,040","58.9%","34.2%","22.05%",12.15,60.81,"56.11",33534,4.7
"315","第12案","臺中市","北區","41,580","26,168","67,748","3,069","70,817","124,621","56.83%","33.37%","21.00%",12.37,61.37,"59.67",45769,1.7
"316","第12案","臺中市","西屯區","62,843","39,525","102,368","4,617","106,985","183,814","58.2%","34.19%","21.50%",12.69,61.39,"60.30",67437,1.09
"317","第12案","臺中市","南屯區","48,668","29,856","78,524","3,659","82,183","135,448","60.67%","35.93%","22.04%",13.89,61.98,"58.19",49134,3.79
"318","第12案","臺中市","北屯區","77,474","47,717","125,191","5,818","131,009","227,720","57.53%","34.02%","20.95%",13.07,61.88,"60.67",84485,1.21
"319","第12案","臺中市","豐原區","47,705","30,372","78,077","4,368","82,445","136,658","60.33%","34.91%","22.22%",12.69,61.1,"51.64",46436,9.46
"320","第12案","臺中市","東勢區","15,459","8,291","23,750","1,700","25,450","43,181","58.94%","35.8%","19.20%",16.6,65.09,"62.23",18216,2.86000000000001
"321","第12案","臺中市","大甲區","21,418","13,192","34,610","2,050","36,660","63,069","58.13%","33.96%","20.92%",13.04,61.88,"54.71",22958,7.17
"322","第12案","臺中市","清水區","23,845","15,541","39,386","2,684","42,070","71,528","58.82%","33.34%","21.73%",11.61,60.54,"52.13",25523,8.41
"323","第12案","臺中市","沙鹿區","24,395","15,729","40,124","2,327","42,451","74,207","57.21%","32.87%","21.20%",11.67,60.8,"55.63",26784,5.16999999999999
"324","第12案","臺中市","梧棲區","14,659","10,642","25,301","1,655","26,956","47,040","57.3%","31.16%","22.62%",8.54,57.94,"51.14",15729,6.8
"325","第12案","臺中市","后里區","14,278","10,266","24,544","1,693","26,237","44,962","58.35%","31.76%","22.83%",8.93,58.17,"57.18",17677,0.990000000000002
"326","第12案","臺中市","神岡區","18,494","12,285","30,779","1,839","32,618","54,565","59.78%","33.89%","22.51%",11.38,60.09,"49.19",17928,10.9
"327","第12案","臺中市","潭子區","30,585","18,753","49,338","2,484","51,822","89,487","57.91%","34.18%","20.96%",13.22,61.99,"55.68",31938,6.31
"328","第12案","臺中市","大雅區","25,855","16,532","42,387","2,133","44,520","77,189","57.68%","33.5%","21.42%",12.08,61,"57.04",27797,3.96
"329","第12案","臺中市","新社區","6,763","3,969","10,732","668","11,400","20,860","54.65%","32.42%","19.03%",13.39,63.02,"58.51",8767,4.51000000000001
"330","第12案","臺中市","石岡區","4,303","2,820","7,123","535","7,658","12,880","59.46%","33.41%","21.89%",11.52,60.41,"59.43",5393,0.979999999999997
"331","第12案","臺中市","外埔區","9,162","5,824","14,986","939","15,925","27,059","58.85%","33.86%","21.52%",12.34,61.14,"60.07",11040,1.07
"332","第12案","臺中市","大安區","5,373","3,626","8,999","770","9,769","16,520","59.13%","32.52%","21.95%",10.57,59.71,"56.62",6732,3.09
"333","第12案","臺中市","烏日區","20,786","13,436","34,222","2,079","36,301","61,705","58.83%","33.69%","21.77%",11.92,60.74,"56.91",22951,3.83000000000001
"334","第12案","臺中市","大肚區","15,756","10,368","26,124","1,642","27,766","47,457","58.51%","33.2%","21.85%",11.35,60.31,"56.10",17821,4.21
"335","第12案","臺中市","龍井區","20,803","13,219","34,022","2,017","36,039","63,584","56.68%","32.72%","20.79%",11.93,61.15,"55.00",22757,6.15
"336","第12案","臺中市","霧峰區","19,150","12,175","31,325","2,203","33,528","55,225","60.71%","34.68%","22.05%",12.63,61.13,"55.83",20936,5.3
"337","第12案","臺中市","太平區","50,405","31,955","82,360","4,450","86,810","157,926","54.97%","31.92%","20.23%",11.69,61.2,"56.62",53613,4.58000000000001
"338","第12案","臺中市","大里區","56,856","35,523","92,379","4,759","97,138","171,769","56.55%","33.1%","20.68%",12.42,61.55,"54.63",57527,6.91999999999999
"339","第12案","臺中市","和平區","3,507","2,116","5,623","334","5,957","9,498","62.72%","36.92%","22.28%",14.64,62.37,"70.15",4950,-7.78000000000001
"340","第12案","臺南市","","494,543","297,390","791,933","40,579","832,512","1,594,821","52.2%","31.01%","18.65%",12.36,62.45,NA,NA,NA
"341","第12案","臺南市","新營區","19,145","12,148","31,293","1,479","32,772","64,949","50.46%","29.48%","18.70%",10.78,61.18,"36.98",14120,24.2
"342","第12案","臺南市","鹽水區","6,222","3,916","10,138","690","10,828","22,121","48.95%","28.13%","17.70%",10.43,61.37,"27.89",3981,33.48
"343","第12案","臺南市","白河區","6,314","4,007","10,321","787","11,108","24,894","44.62%","25.36%","16.10%",9.26,61.18,"30.71",4715,30.47
"344","第12案","臺南市","柳營區","5,488","3,282","8,770","728","9,498","18,804","50.51%","29.19%","17.45%",11.74,62.58,"29.72",3630,32.86
"345","第12案","臺南市","後壁區","5,708","3,399","9,107","809","9,916","20,841","47.58%","27.39%","16.31%",11.08,62.68,"28.53",3940,34.15
"346","第12案","臺南市","東山區","4,205","2,542","6,747","551","7,298","18,471","39.51%","22.77%","13.76%",9.01,62.32,"33.97",3742,28.35
"347","第12案","臺南市","麻豆區","10,865","7,111","17,976","1,072","19,048","37,963","50.18%","28.62%","18.73%",9.89,60.44,"23.34",5630,37.1
"348","第12案","臺南市","下營區","5,843","3,463","9,306","801","10,107","20,947","48.25%","27.89%","16.53%",11.36,62.79,"29.21",3767,33.58
"349","第12案","臺南市","六甲區","4,985","3,615","8,600","810","9,410","19,144","49.15%","26.04%","18.88%",7.16,57.97,"26.55",3260,31.42
"350","第12案","臺南市","官田區","5,317","3,399","8,716","619","9,335","18,675","49.99%","28.47%","18.20%",10.27,61,"25.56",3107,35.44
"351","第12案","臺南市","大內區","2,472","1,449","3,921","353","4,274","8,654","49.39%","28.56%","16.74%",11.82,63.05,"29.07",1687,33.98
"352","第12案","臺南市","佳里區","15,891","9,346","25,237","1,497","26,734","50,407","53.04%","31.53%","18.54%",12.99,62.97,"29.10",9178,33.87
"353","第12案","臺南市","學甲區","6,362","3,995","10,357","565","10,922","22,567","48.4%","28.19%","17.70%",10.49,61.43,"27.92",3860,33.51
"354","第12案","臺南市","西港區","5,967","3,791","9,758","590","10,348","21,564","47.99%","27.67%","17.58%",10.09,61.15,"26.05",3593,35.1
"355","第12案","臺南市","七股區","6,034","3,102","9,136","529","9,665","19,950","48.45%","30.25%","15.55%",14.7,66.05,"24.88",3251,41.17
"356","第12案","臺南市","將軍區","5,090","2,608","7,698","715","8,413","17,754","47.39%","28.67%","14.69%",13.98,66.12,"26.12",3109,40
"357","第12案","臺南市","北門區","2,592","1,437","4,029","229","4,258","9,925","42.9%","26.12%","14.48%",11.64,64.33,"29.02",1877,35.31
"358","第12案","臺南市","新化區","11,884","7,090","18,974","1,304","20,278","37,296","54.37%","31.86%","19.01%",12.85,62.63,"31.89",7591,30.74
"359","第12案","臺南市","善化區","12,284","7,483","19,767","1,089","20,856","39,950","52.21%","30.75%","18.73%",12.02,62.14,"29.02",6948,33.12
